,Accession,Age,Age units,Biosample age,Biosample classification,Biosample term name,Biosample treatment,Biosample treatment purpose,Biosample treatment type details,Child biosamples,Culture harvest date,Date obtained,Description,ID,Lab,Life stage,Modification category,Modification method,Modification purpose,Modification site,Modification site introduced gene organism,Modification site target organism,Organism,Post-synchronization time,Post-synchronization time units,Source,Status,Summary,Synchronization,isogenic_replicates
1281,ENCBS417MAQ,5,day,5 days,cell line,H9,,,,,,,,/biosamples/ENCBS417MAQ/,"John Stamatoyannopoulos, UW",embryonic,insertion,,tagging,"CDT1-human,Geminin-human",,/organisms/human/,Homo sapiens,,,Stephen Dalton,released,"Homo sapiens H9 cell line stably expressing C-terminal DsRed-tagged CDT1, stably expressing N-terminal eGFP-tagged GMNN G2 phase",,ENCBS692FVF
1282,ENCBS418ENC,50,year,50 years,cell line,LNCaP clone FGC,,,,,,,"prostate adenocarcinoma, LNCaP clone FGC was isolated in 1977 by J.S. Horoszewicz, et al., from a needle aspiration biopsy of the left supraclavicular lymph node of a 50-year-old caucasian male (blood type B+) with confirmed diagnosis of metastatic prostate carcinoma. - ATCC. (Horoszewicz et al. LNCaP Model of Human Prostatic Carcinoma. Cancer Research 43, 1809-1818, April 1983.)",/biosamples/ENCBS418ENC/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens LNCaP clone FGC cell line,,ENCBS235TSM
1283,ENCBS418LVC,25,year,25 years,in vitro differentiated cells,hematopoietic multipotent progenitor cell,"interleukin-3,kit ligand,hydrocortisone succinate,erythropoietin",stimulation,,,,,Day 8 (T8),/biosamples/ENCBS418LVC/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Shelly Heimfeld,released,"Homo sapiens male adult (25 years) hematopoietic multipotent progenitor in vitro differentiated cells treated with interleukin-3 for 8 days, kit ligand for 8 days, hydrocortisone succinate for 8 days, erythropoietin for 8 days",,"ENCBS169JBH,ENCBS575XLE"
1284,ENCBS418SWL,41,year,41 years,in vitro differentiated cells,adipocyte,,,,,,,"Adipose-derived mesenchymal stem cells were cultured in adipocyte differentiation medium for 20 days by using 3-isobutyl-1-methyl xanthine (IBMX), rosiglitazone, insulin, and dexamethasone. Cells come from a healthy 41 year old female donor provided by Harvard University.",/biosamples/ENCBS418SWL/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Unknown Source,released,Homo sapiens female adult (41 years) adipocyte in vitro differentiated cells originated from mesenchymal stem cell,,ENCBS218JBL
1285,ENCBS419NEE,unknown,,,primary cell,"CD8-positive, alpha-beta T cell",,,,,,,"Naive CD8+, CD45RA+ alpha-beta T cells from a pool of leukopacks from healthy donors provided by Dana Farber Cancer Institute.",/biosamples/ENCBS419NEE/,"Bradley Bernstein, Broad",unknown,,,,,,,Homo sapiens,,,Unknown Source,released,"Homo sapiens CD8-positive, alpha-beta T primary cell",,ENCBS673INN
1286,ENCBS419YNT,19,year,19 years,cell line,SJSA1,,,,,,,,/biosamples/ENCBS419YNT/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens SJSA1 cell line,,ENCBS115LRV
1287,ENCBS419ZMB,113,day,113 days,tissue,spinal cord,,,,,,,"Fetal spinal cord primary tissue from a healthy day 113 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS419ZMB/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens female embryo (113 days) spinal cord tissue,,
1288,ENCBS420CMF,33,year,33 years,primary cell,T-cell,,,,,,,,/biosamples/ENCBS420CMF/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,Homo sapiens female adult (33 years) T-cell primary cell,,
1289,ENCBS420CTG,54,year,54 years,tissue,transverse colon,,,,,,,,/biosamples/ENCBS420CTG/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens male adult (54 years) transverse colon tissue,,
1290,ENCBS420ENC,unknown,,,primary cell,retinal pigment epithelial cell,,,,,,,retinal pigment epithelial cells,/biosamples/ENCBS420ENC/,"John Stamatoyannopoulos, UW",unknown,,,,,,,Homo sapiens,,,ScienCell,released,Homo sapiens retinal pigment epithelial primary cell,,ENCBS893GDP
1291,ENCBS420JAE,43,year,43 years,tissue,heart left ventricle,,,,/biosamples/ENCBS066NWP/,,2019-01-25,,/biosamples/ENCBS420JAE/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,Shin Lin,released,Homo sapiens male adult (43 years) heart left ventricle tissue,,
1292,ENCBS420VDY,62,year,62 years,cell line,PC-3,,,,,,,,/biosamples/ENCBS420VDY/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Bradley Bernstein,released,Homo sapiens PC-3 cell line,,ENCBS504WVV
1293,ENCBS421AQW,50,year,50 years,cell line,SW480,,,,,,,,/biosamples/ENCBS421AQW/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens SW480 cell line,,ENCBS211HGL
1294,ENCBS421BIV,unknown,,,cell line,GM21423,,,,,2017-01-13,,"GM21423 LCLs; Donor from the Maasai in Kinyawa, Kenya (MKK)",/biosamples/ENCBS421BIV/,"Stephen Montgomery, Stanford",adult,,,,,,,Homo sapiens,,,Coriell,released,Homo sapiens GM21423 cell line,,
1295,ENCBS421OZO,96,day,96 days,tissue,right lung,,,,,,,"Right side lung tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS421OZO/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens male embryo (96 days) right lung tissue,,
1296,ENCBS421SEO,82,day,82 days,tissue,lung,,,,,,,"Lung tissue from a healthy day 82 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS421SEO/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens male embryo (82 days) lung tissue,,
1297,ENCBS421TWG,unknown,,,cell line,ES-I3,,,,,,,"The I3 stem cell line was derived from donated blastocysts by removal of the trophoblast layer and further culturing of the intact inner cell mass on mitotically inactivated mouse embryonic fibroblast (MEF) feeder cells. Following injection into SCID mice, the I3 line formed teratomas that contained tissues from all three embryonic germ layers. This line exhibits a normal XX karyotype. These cells were provided by Alex Meissner and maintained in mTeSR medium.",/biosamples/ENCBS421TWG/,"Bradley Bernstein, Broad",embryonic,,,,,,,Homo sapiens,,,Alex Meissner,released,Homo sapiens ES-I3 cell line,,ENCBS057COO
1298,ENCBS421XOH,unknown,,,cell line,BLaER1,"17β-estradiol,Interleukin-3,CSF1",stimulation,,"/biosamples/ENCBS057CSF/,/biosamples/ENCBS491SYK/",2014-07-24,,,/biosamples/ENCBS421XOH/,"Roderic Guigo, CRG",unknown,,,,,,,Homo sapiens,,,Thomas Graf,released,"Homo sapiens BLaER1 cell line 168 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1",,ENCBS428LHJ
1299,ENCBS423EPK,51,year,51 years,tissue,ovary,,,,,,2015-01-01,EnTEX: Ovary,/biosamples/ENCBS423EPK/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (51 years) ovary tissue,,
1300,ENCBS423PNW,60,year,60 years,tissue,upper lobe of right lung,,,,/biosamples/ENCBS472WKJ/,,2018-05-05,,/biosamples/ENCBS423PNW/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,"Yiing Lin, MD, PhD",released,"Homo sapiens male adult (60 years) upper lobe of right lung tissue, preserved by cryopreservation",,
1301,ENCBS423QWP,31,year,31 years,cell line,HeLa-S3,,,,,,,Cervical adenocarcinoma,/biosamples/ENCBS423QWP/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens HeLa-S3 cell line,,ENCBS229UDI
1302,ENCBS423RCQ,33,year,33 years,primary cell,natural killer cell,,,,,,,,/biosamples/ENCBS423RCQ/,"Yijun Ruan, JAX",adult,,,,,,,Homo sapiens,,,AllCells,released,Homo sapiens male adult (33 years) natural killer primary cell,,
1303,ENCBS424ANS,54,year,54 years,tissue,stomach,,,,,,,,/biosamples/ENCBS424ANS/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens male adult (54 years) stomach tissue,,
1304,ENCBS424DYU,69,year,69 years,tissue,heart right ventricle,,,,,,2018-10-07,,/biosamples/ENCBS424DYU/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,Shin Lin,released,Homo sapiens male adult (69 years) heart right ventricle tissue,,
1305,ENCBS424MFE,21,year,21 years,primary cell,"CD4-positive, alpha-beta T cell",,,,,,,"Naive peripheral CD4+, CD45RA+ helper T cells from a healthy 21 year old Caucasian male. Cells were provided by Shelly Heimfeld lab at FHCRC.",/biosamples/ENCBS424MFE/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Shelly Heimfeld,released,"Homo sapiens male adult (21 years) CD4-positive, alpha-beta T primary cell",,
1306,ENCBS424WPI,unknown,,,cell line,HG03280,,,,,2016-12-16,,HG03280 LCLs; Donor from the Esan in Nigeria (ESN),/biosamples/ENCBS424WPI/,"Stephen Montgomery, Stanford",adult,,,,,,,Homo sapiens,,,Coriell,released,Homo sapiens HG03280 cell line,,
1307,ENCBS425NOG,unknown,,,primary cell,foreskin melanocyte,,,,,,,Foreskin melanocytes from a newborn healthy male donor provided by . Melanocytes were grown in Invitrogen 154CF + HKGS + .07mM Ca.,/biosamples/ENCBS425NOG/,"Joseph Costello, UCSF",newborn,,,,,,,Homo sapiens,,,Unknown Source,released,Homo sapiens male newborn foreskin melanocyte primary cell,,
1308,ENCBS425WFZ,51,year,51 years,tissue,body of pancreas,,,,,,,,/biosamples/ENCBS425WFZ/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (51 years) body of pancreas tissue,,
1309,ENCBS425ZXM,84,year,84 years,tissue,cerebellar cortex,,,,,,,,/biosamples/ENCBS425ZXM/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Thomas Montine,released,Homo sapiens male adult (84 years) cerebellar cortex tissue,,ENCBS856RUL
1310,ENCBS426AZC,42,year,42 years,primary cell,"stimulated activated CD4-positive, alpha-beta T cell","anti-CD3 and anti-CD28 coated beads,Interleukin-23,Interleukin-1b","activation,stimulation",,,,,,/biosamples/ENCBS426AZC/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,"Homo sapiens male adult (42 years) stimulated activated CD4-positive, alpha-beta T primary cell treated with anti-CD3 and anti-CD28 coated beads for 48 hours, 100 ng/mL Interleukin-23 for 48 hours, 100 ng/mL Interleukin-1b for 48 hours",,
1311,ENCBS427BHH,34,year,34 years,tissue,heart right ventricle,,,,,,,Right Ventricle tissue from a 34 year old male Caucasian human with polysubstance abuse. Tissue provided by Shin Lin at Stanford University,/biosamples/ENCBS427BHH/,"Bing Ren, UCSD",adult,,,,,,,Homo sapiens,,,Shin Lin,released,Homo sapiens male adult (34 years) heart right ventricle tissue,,
1312,ENCBS428BRH,30,year,30 years,tissue,adrenal gland,,,,,,,Adrenal gland tissue from a 30 year old female Caucasian human with bipolar disorder and an iron deficiency. Tissue provided by Shin Lin at Stanford University,/biosamples/ENCBS428BRH/,"Bing Ren, UCSD",adult,,,,,,,Homo sapiens,,,Shin Lin,released,Homo sapiens female adult (30 years) adrenal gland tissue,,
1313,ENCBS428ENC,4,year,4 years,cell line,SK-N-SH,,,,,,,"neuroblastoma, newly promoted to tier 2: not in 2011 analysis, the SK-N-SH line was established from a neuroblastoma in a 4 year old individual.",/biosamples/ENCBS428ENC/,"Richard Myers, HAIB",child,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens SK-N-SH cell line,,
1314,ENCBS428GZS,34,year,34 years,tissue,right cardiac atrium,,,,,,,Right atrium tissue from a 34 year old male Caucasian human with polysubstance abuse. Tissue provided by Shin Lin at Stanford University,/biosamples/ENCBS428GZS/,"Bing Ren, UCSD",adult,,,,,,,Homo sapiens,,,Shin Lin,released,Homo sapiens male adult (34 years) right cardiac atrium tissue,,
1315,ENCBS428LHJ,unknown,,,cell line,BLaER1,"17β-estradiol,Interleukin-3,CSF1",stimulation,,,2014-05-20,,,/biosamples/ENCBS428LHJ/,"Roderic Guigo, CRG",unknown,,,,,,,Homo sapiens,,,Thomas Graf,released,"Homo sapiens BLaER1 cell line 168 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1",,ENCBS421XOH
1316,ENCBS428NIG,unknown,,,cell line,H1,,,,,,,H1 stem cells from Cellular Dynamics,/biosamples/ENCBS428NIG/,"Bradley Bernstein, Broad",embryonic,,,,,,,Homo sapiens,,,Cellular Dynamics,released,Homo sapiens H1 cell line,,ENCBS081AUS
1317,ENCBS428SKC,76,day,76 days,tissue,umbilical cord,,,,,,,,/biosamples/ENCBS428SKC/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,BDRL,released,Homo sapiens male embryo (76 days) umbilical cord tissue,,ENCBS518LEK
1318,ENCBS428WUR,53,year,53 years,tissue,adrenal gland,,,,,,,,/biosamples/ENCBS428WUR/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (53 years) adrenal gland tissue,,
1319,ENCBS428ZCZ,53,day,53 days,tissue,placenta,,,,,,,,/biosamples/ENCBS428ZCZ/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,BDRL,released,Homo sapiens embryo (53 days) placenta tissue,,ENCBS138QHR
1320,ENCBS429IGV,53,year,53 years,tissue,gastrocnemius medialis,,,,,,,,/biosamples/ENCBS429IGV/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (53 years) gastrocnemius medialis tissue,,
1321,ENCBS430CQD,unknown,,,cell line,GM18508,,,,,2017-01-27,,"GM18508 LCLs; Donor from the Yoruba in Ibadan, Nigeria (YRI)",/biosamples/ENCBS430CQD/,"Stephen Montgomery, Stanford",adult,,,,,,,Homo sapiens,,,Coriell,released,Homo sapiens GM18508 cell line,,
1322,ENCBS430MWW,unknown,,,primary cell,iris pigment epithelial cell,,,,,,,iris pigment epithelial cells,/biosamples/ENCBS430MWW/,"John Stamatoyannopoulos, UW",unknown,,,,,,,Homo sapiens,,,ScienCell,released,Homo sapiens iris pigment epithelial primary cell,,ENCBS397ENC
1323,ENCBS430VLF,41,year,41 years,tissue,spleen,,,,,,2017-05-24,,/biosamples/ENCBS430VLF/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,"Yiing Lin, MD, PhD",released,"Homo sapiens female adult (41 years) spleen tissue, preserved by flash-freezing",,
1324,ENCBS431BEM,58,year,58 years,cell line,A549,,,,,2017-04-20,,,/biosamples/ENCBS431BEM/,"Tim Reddy, Duke",adult,,,,,,,Homo sapiens,,,ATCC,released,Homo sapiens A549 cell line,,"ENCBS297OJC,ENCBS192IRK"
1325,ENCBS431ENV,36,year,36 years,primary cell,"stimulated activated naive CD8-positive, alpha-beta T cell","anti-CD3 and anti-CD28 coated beads,Interleukin-15","activation,stimulation",,,,,,/biosamples/ENCBS431ENV/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,StemExpress,released,"Homo sapiens male adult (36 years) stimulated activated naive CD8-positive, alpha-beta T primary cell treated with anti-CD3 and anti-CD28 coated beads for 72 hours, 100 ng/mL Interleukin-15 for 72 hours",,
1326,ENCBS431HSW,42,year,42 years,primary cell,T-helper 17 cell,,,,,,,,/biosamples/ENCBS431HSW/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,Homo sapiens male adult (42 years) T-helper 17 primary cell,,
1327,ENCBS431HXX,15,week,15 weeks,primary cell,amniotic stem cell,,,,,,,,/biosamples/ENCBS431HXX/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Maria Roubelakis,released,Homo sapiens male embryo (15 weeks) amniotic stem primary cell,,
1328,ENCBS432ENC,31,year,31 years,cell line,HeLa-S3,,,,,,,Cervical adenocarcinoma,/biosamples/ENCBS432ENC/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Unknown Source,released,Homo sapiens HeLa-S3 cell line G1b phase,,ENCBS890POO
1329,ENCBS432FDZ,90 or above,year,90 or above years,tissue,head of caudate nucleus,,,,,,,,/biosamples/ENCBS432FDZ/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (90 or above years) with mild cognitive impairment; head of caudate nucleus tissue,,
1330,ENCBS433BGH,115,day,115 days,tissue,muscle of arm,,,,,,,"Arm muscle tissue from a healthy day 115 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS433BGH/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens female embryo (115 days) muscle of arm tissue,,
1331,ENCBS433LAO,53,year,53 years,tissue,breast epithelium,,,,,,2015-01-01,EnTEX: Breast - Mammary Tissue,/biosamples/ENCBS433LAO/,"Bradley Bernstein, Broad",adult,,,,,,,Homo sapiens,,,Kristin Ardlie,released,Homo sapiens female adult (53 years) breast epithelium tissue,,
1332,ENCBS433NBX,78,year,78 years,tissue,medulla oblongata,,,,,,,,/biosamples/ENCBS433NBX/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Thomas Montine,released,Homo sapiens male adult (78 years) medulla oblongata tissue,,ENCBS799XTS
1333,ENCBS434EOI,85,day,85 days,tissue,kidney,,,,,,,"Kidney tissue from a healthy day 85 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS434EOI/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens female embryo (85 days) kidney tissue,,
1334,ENCBS434KXU,121,day,121 days,tissue,kidney,,,,,,,"Kidney tissue from a healthy day 121 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.",/biosamples/ENCBS434KXU/,"John Stamatoyannopoulos, UW",embryonic,,,,,,,Homo sapiens,,,Ian Glass,released,Homo sapiens female embryo (121 days) kidney tissue,,
1335,ENCBS435FHS,5,day,5 days,in vitro differentiated cells,neuroepithelial stem cell,,,,,2011-03-30,,Neuroepithelial cells were collected at day 12 of differentiation (see protocol),/biosamples/ENCBS435FHS/,"Bradley Bernstein, Broad",embryonic,insertion,,tagging,HES5-human,,/organisms/human/,Homo sapiens,,,Alex Meissner,released,Homo sapiens female embryo (5 days) neuroepithelial stem in vitro differentiated cells stably expressing C-terminal eGFP-tagged HES5 originated from H9,,ENCBS363SWF
1336,ENCBS435KPO,47,year,47 years,tissue,heart right ventricle,,,,,,2017-11-28,,/biosamples/ENCBS435KPO/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,"Yiing Lin, MD, PhD",released,"Homo sapiens female adult (47 years) heart right ventricle tissue, preserved by cryopreservation",,
1337,ENCBS435KUD,6,year,6 years,in vitro differentiated cells,motor neuron,,,,,,,iNPC-derived motor neuron,/biosamples/ENCBS435KUD/,"Michael Snyder, Stanford",child,,,,,,,Homo sapiens,,,"Cooper-Knock lab, University of Sheffield, UK",released,Homo sapiens male child (6 years) with amyotrophic lateral sclerosis; motor neuron in vitro differentiated cells,,ENCBS942UWC
1338,ENCBS436PMU,90 or above,year,90 or above years,tissue,posterior cingulate gyrus,,,,,,,,/biosamples/ENCBS436PMU/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,Rush University,released,Homo sapiens female adult (90 or above years) with Alzheimer's disease; posterior cingulate gyrus tissue,,
1339,ENCBS437MGG,22,year,22 years,primary cell,T-cell,,,,,,,,/biosamples/ENCBS437MGG/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,Homo sapiens female adult (22 years) T-cell primary cell,,
1340,ENCBS437OQI,40,year,40 years,primary cell,naive B cell,,,,,,,,/biosamples/ENCBS437OQI/,"Michael Snyder, Stanford",adult,,,,,,,Homo sapiens,,,StemExpress,released,Homo sapiens male adult (40 years) naive B primary cell,,ENCBS229WUM
1341,ENCBS437ZGY,38,year,38 years,primary cell,"stimulated activated CD8-positive, alpha-beta memory T cell","anti-CD3 and anti-CD28 coated beads,Interleukin-2","activation,stimulation",,,,,,/biosamples/ENCBS437ZGY/,"John Stamatoyannopoulos, UW",adult,,,,,,,Homo sapiens,,,AllCells,released,"Homo sapiens male adult (38 years) stimulated activated CD8-positive, alpha-beta memory T primary cell treated with anti-CD3 and anti-CD28 coated beads for 48 hours, 100 ng/mL Interleukin-2 for 48 hours",,
